COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/11/2018 19:56,294304,15.24284132,0.0010712,97.4199,197.0357,19.7074,340.4576,0,999,10468,6.74E-05,1.58E-05,0,2283918,0 FLOCK 2P 5,1 41616U 16040T   18131.83058211  .00001576  00000-0  67370-4 0  9997,2 41616  97.4199 197.0357 0010712  19.7074 340.4576 15.24284132104680,2016-040T,41616,6871.072,94.47,500.298,485.577
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/11/2018 21:30,151904,15.24284348,0.0010702,97.4199,197.1007,19.4876,340.6768,0,999,10469,6.71E-05,1.57E-05,0,2283955,0 FLOCK 2P 5,1 41616U 16040T   18131.89622861 +.00001570 +00000-0 +67136-4 0  9995,2 41616 097.4199 197.1007 0010702 019.4876 340.6768 15.24284348104694,2016-040T,41616,6871.072,94.47,500.29,485.583
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/12/2018 14:50,469728,15.24287862,0.0010632,97.4199,197.8157,17.0701,343.0892,0,999,10480,7.13E-05,1.67E-05,0,2284257,0 FLOCK 2P 5,1 41616U 16040T   18132.61833877 +.00001672 +00000-0 +71289-4 0  9994,2 41616 097.4199 197.8157 0010632 017.0701 343.0892 15.24287862104802,2016-040T,41616,6871.061,94.47,500.231,485.621
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/12/2018 22:43,705888,15.24288695,0.0010594,97.4198,198.1406,15.9467,344.2102,0,999,10485,6.85E-05,1.60E-05,0,2284359,0 FLOCK 2P 5,1 41616U 16040T   18132.94657067 +.00001604 +00000-0 +68532-4 0  9997,2 41616 097.4198 198.1406 0010594 015.9467 344.2102 15.24288695104852,2016-040T,41616,6871.059,94.47,500.203,485.644
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/13/2018 3:26,226848,15.24289336,0.0010575,97.4198,198.3356,15.267,344.8884,0,999,10488,6.74E-05,1.58E-05,0,2284635,0 FLOCK 2P 5,1 41616U 16040T   18133.14350957 +.00001577 +00000-0 +67415-4 0  9996,2 41616 097.4198 198.3356 0010575 015.2670 344.8884 15.24289336104885,2016-040T,41616,6871.057,94.47,500.188,485.656
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/13/2018 16:02,915712,15.24291312,0.0010516,97.4198,198.8556,13.5253,346.6265,0,999,10496,6.75E-05,1.58E-05,0,2284756,0 FLOCK 2P 5,1 41616U 16040T   18133.66867958 +.00001580 +00000-0 +67535-4 0  9994,2 41616 097.4198 198.8556 0010516 013.5253 346.6265 15.24291312104964,2016-040T,41616,6871.051,94.47,500.141,485.69
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/14/2018 18:49,947136,15.24294973,0.0010387,97.4196,199.9605,9.6706,350.4729,0,999,10513,6.32E-05,1.48E-05,0,2285113,0 FLOCK 2P 5,1 41616U 16040T   18134.78466374  .00001475  00000-0  63247-4 0  9994,2 41616  97.4196 199.9605 0010387   9.6706 350.4729 15.24294973105138,2016-040T,41616,6871.04,94.469,500.042,485.768
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/14/2018 21:58,602720,15.24295146,0.0010369,97.4196,200.0905,9.2225,350.9201,0,999,10515,6.17E-05,1.44E-05,0,2285122,0 FLOCK 2P 5,1 41616U 16040T   18134.91595605 +.00001437 +00000-0 +61672-4 0  9997,2 41616 097.4196 200.0905 0010369 009.2225 350.9201 15.24295146105152,2016-040T,41616,6871.039,94.469,500.029,485.78
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/15/2018 4:17,867232,15.24295926,0.0010341,97.4196,200.3505,8.2952,351.8455,0,999,10519,6.03E-05,1.40E-05,0,2285396,0 FLOCK 2P 5,1 41616U 16040T   18135.17854013 +.00001403 +00000-0 +60301-4 0  9998,2 41616 097.4196 200.3505 0010341 008.2952 351.8455 15.24295926105198,2016-040T,41616,6871.037,94.469,500.007,485.797
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/15/2018 21:36,819584,15.24298004,0.0010263,97.4195,201.0654,5.8125,354.323,0,999,10530,5.76E-05,1.34E-05,0,2285469,0 FLOCK 2P 5,1 41616U 16040T   18135.90064606 +.00001337 +00000-0 +57603-4 0  9997,2 41616 097.4195 201.0654 0010263 005.8125 354.3230 15.24298004105300,2016-040T,41616,6871.031,94.469,499.947,485.844
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/16/2018 3:55,43488,15.24298717,0.0010233,97.4195,201.3254,4.8868,355.2467,0,999,10534,5.60E-05,1.30E-05,0,2285574,0 FLOCK 2P 5,1 41616U 16040T   18136.16322967  .00001297  00000-0  55954-4 0  9995,2 41616  97.4195 201.3254 0010233   4.8868 355.2467 15.24298717105346,2016-040T,41616,6871.029,94.469,499.925,485.862
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/16/2018 10:13,283808,15.24299537,0.0010204,97.4195,201.5854,3.9902,356.1414,0,999,10538,5.65E-05,1.31E-05,0,2285774,0 FLOCK 2P 5,1 41616U 16040T   18136.42581347 +.00001310 +00000-0 +56473-4 0  9996,2 41616 097.4195 201.5854 0010204 003.9902 356.1414 15.24299537105388,2016-040T,41616,6871.026,94.469,499.902,485.88
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/16/2018 22:49,709152,15.24300798,0.0010158,97.4195,202.1054,2.1265,358.0014,0,999,10546,5.42E-05,1.26E-05,0,2285870,0 FLOCK 2P 5,1 41616U 16040T   18136.95098043 +.00001255 +00000-0 +54241-4 0  9999,2 41616 097.4195 202.1054 0010158 002.1265 358.0014 15.24300798105466,2016-040T,41616,6871.022,94.469,499.867,485.908
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/17/2018 5:07,878624,15.24302129,0.0010125,97.4195,202.3653,1.1642,358.9617,0,999,10550,5.79E-05,1.34E-05,0,2286224,0 FLOCK 2P 5,1 41616U 16040T   18137.21356341 +.00001344 +00000-0 +57870-4 0  9997,2 41616 097.4195 202.3653 0010125 001.1642 358.9617 15.24302129105508,2016-040T,41616,6871.018,94.469,499.84,485.926
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/17/2018 20:52,721952,15.24304824,0.0010042,97.4194,203.0152,358.9024,1.219,0,999,10560,6.12E-05,1.43E-05,0,2286491,0 FLOCK 2P 5,1 41616U 16040T   18137.87001993 +.00001426 +00000-0 +61235-4 0  9990,2 41616 097.4194 203.0152 0010042 358.9024 001.2190 15.24304824105603,2016-040T,41616,6871.01,94.469,499.775,485.975
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/18/2018 9:29,913152,15.24307336,0.0009979,97.4194,203.5352,356.9326,3.1848,0,999,10568,6.62E-05,1.55E-05,0,2286582,0 FLOCK 2P 5,1 41616U 16040T   18138.39518418 +.00001548 +00000-0 +66209-4 0  9994,2 41616 097.4194 203.5352 0009979 356.9326 003.1848 15.24307336105680,2016-040T,41616,6871.003,94.469,499.724,486.011
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/18/2018 22:05,76704,15.24309514,0.0009918,97.4193,204.0551,355.0416,5.0722,0,999,10576,6.94E-05,1.63E-05,0,2286871,0 FLOCK 2P 5,1 41616U 16040T   18138.92034811 +.00001625 +00000-0 +69351-4 0  9990,2 41616 097.4193 204.0551 0009918 355.0416 005.0722 15.24309514105760,2016-040T,41616,6870.996,94.469,499.676,486.046
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/19/2018 5:57,917152,15.24310461,0.0009873,97.4193,204.38,353.8288,6.2827,0,999,10581,6.91E-05,1.62E-05,0,2286941,0 FLOCK 2P 5,1 41616U 16040T   18139.24857543 +.00001618 +00000-0 +69056-4 0  9995,2 41616 097.4193 204.3800 0009873 353.8288 006.2827 15.24310461105811,2016-040T,41616,6870.993,94.468,499.642,486.075
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/19/2018 21:43,505600,15.24312593,0.0009784,97.4191,205.0299,351.4503,8.6566,0,999,10591,6.80E-05,1.59E-05,0,2287063,0 FLOCK 2P 5,1 41616U 16040T   18139.90502900 +.00001592 +00000-0 +67984-4 0  9991,2 41616 097.4191 205.0299 0009784 351.4503 008.6566 15.24312593105919,2016-040T,41616,6870.987,94.468,499.574,486.129
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/20/2018 5:35,257920,15.24314254,0.0009764,97.4192,205.3549,350.2397,9.8649,0,999,10596,7.23E-05,1.70E-05,0,2287331,0 FLOCK 2P 5,1 41616U 16040T   18140.23325530 +.00001698 +00000-0 +72345-4 0  9995,2 41616 097.4192 205.3549 0009764 350.2397 009.8649 15.24314254105963,2016-040T,41616,6870.982,94.468,499.556,486.138
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/20/2018 18:12,235712,15.24316276,0.000971,97.4191,205.8748,348.3958,11.7054,0,999,10604,7.48E-05,1.76E-05,0,2287443,0 FLOCK 2P 5,1 41616U 16040T   18140.75841708 +.00001758 +00000-0 +74781-4 0  9995,2 41616 097.4191 205.8748 0009710 348.3958 011.7054 15.24316276106048,2016-040T,41616,6870.976,94.468,499.513,486.169
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/21/2018 3:39,667648,15.2431778,0.0009673,97.4191,206.2648,346.9395,13.159,0,999,10610,7.42E-05,1.75E-05,0,2287543,0 FLOCK 2P 5,1 41616U 16040T   18141.15228782  .00001745  00000-0  74233-4 0  9999,2 41616  97.4191 206.2648 0009673 346.9395  13.1590 15.24317780106108,2016-040T,41616,6870.971,94.468,499.483,486.19
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/21/2018 14:40,818944,15.24319397,0.0009621,97.4191,206.7198,345.2719,14.8236,0,999,10617,7.30E-05,1.72E-05,0,2287718,0 FLOCK 2P 5,1 41616U 16040T   18141.61180346 +.00001715 +00000-0 +73031-4 0  9995,2 41616 097.4191 206.7198 0009621 345.2719 014.8236 15.24319397106176,2016-040T,41616,6870.966,94.468,499.442,486.221
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/22/2018 9:35,528160,15.2432255,0.0009531,97.419,207.4997,342.337,17.7535,0,999,10629,7.41E-05,1.74E-05,0,2288018,0 FLOCK 2P 5,1 41616U 16040T   18142.39954315  .00001743  00000-0  74147-4 0  9996,2 41616  97.4190 207.4997 0009531 342.3370  17.7535 15.24322550106293,2016-040T,41616,6870.957,94.468,499.371,486.273
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/22/2018 19:02,826176,15.24323955,0.0009495,97.419,207.8896,340.8475,19.2404,0,999,10635,7.33E-05,1.72E-05,0,2288140,0 FLOCK 2P 5,1 41616U 16040T   18142.79341234 +.00001722 +00000-0 +73315-4 0  9993,2 41616 097.4190 207.8896 0009495 340.8475 019.2404 15.24323955106352,2016-040T,41616,6870.953,94.468,499.342,486.294
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/23/2018 7:38,503296,15.24326502,0.0009447,97.4189,208.4096,338.8327,21.2518,0,999,10643,7.71E-05,1.81E-05,0,2288413,0 FLOCK 2P 5,1 41616U 16040T   18143.31857064 +.00001814 +00000-0 +77056-4 0  9993,2 41616 097.4189 208.4096 0009447 338.8327 021.2518 15.24326502106438,2016-040T,41616,6870.945,94.467,499.301,486.319
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/23/2018 15:31,16288,15.24327801,0.000941,97.4189,208.7345,337.578,22.5044,0,999,10648,7.68E-05,1.81E-05,0,2288603,0 FLOCK 2P 5,1 41616U 16040T   18143.64679417 +.00001809 +00000-0 +76823-4 0  9998,2 41616 097.4189 208.7345 0009410 337.5780 022.5044 15.24327801106483,2016-040T,41616,6870.941,94.467,499.272,486.341
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/24/2018 5:42,319456,15.24329579,0.0009347,97.4188,209.3194,335.2913,24.7875,0,999,10657,7.38E-05,1.74E-05,0,2288797,0 FLOCK 2P 5,1 41616U 16040T   18144.23759629 +.00001735 +00000-0 +73809-4 0  9997,2 41616 097.4188 209.3194 0009347 335.2913 024.7875 15.24329579106573,2016-040T,41616,6870.936,94.467,499.223,486.379
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/24/2018 19:52,571648,15.24331103,0.0009289,97.4187,209.9043,333.0497,27.0257,0,999,10666,6.98E-05,1.64E-05,0,2288862,0 FLOCK 2P 5,1 41616U 16040T   18144.82839782  .00001635  00000-0  69750-4 0  9990,2 41616  97.4187 209.9043 0009289 333.0497  27.0257 15.24331103106665,2016-040T,41616,6870.931,94.467,499.179,486.414
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/25/2018 11:38,411872,15.24333487,0.0009223,97.4187,210.5542,330.5149,29.5567,0,999,10676,7.01E-05,1.64E-05,0,2289196,0 FLOCK 2P 5,1 41616U 16040T   18145.48484273 +.00001644 +00000-0 +70078-4 0  9999,2 41616 097.4187 210.5542 0009223 330.5149 029.5567 15.24333487106760,2016-040T,41616,6870.924,94.467,499.126,486.452
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/25/2018 19:30,841056,15.24334169,0.0009193,97.4187,210.8791,329.2683,30.8015,0,999,10681,6.76E-05,1.58E-05,0,2289484,0 FLOCK 2P 5,1 41616U 16040T   18145.81306529 +.00001583 +00000-0 +67618-4 0  9991,2 41616 097.4187 210.8791 0009193 329.2683 030.8015 15.24334169106810,2016-040T,41616,6870.922,94.467,499.103,486.471
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/26/2018 9:41,952416,15.24335593,0.0009134,97.4187,211.4641,326.921,33.1455,0,999,10690,6.45E-05,1.51E-05,0,2289539,0 FLOCK 2P 5,1 41616U 16040T   18146.40386519 +.00001506 +00000-0 +64461-4 0  9992,2 41616 097.4187 211.4641 0009134 326.9210 033.1455 15.24335593106902,2016-040T,41616,6870.918,94.467,499.059,486.507
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/26/2018 19:08,974816,15.24336905,0.0009092,97.4186,211.854,325.3723,34.6921,0,999,10696,6.44E-05,1.51E-05,0,2289741,0 FLOCK 2P 5,1 41616U 16040T   18146.79773119 +.00001505 +00000-0 +64426-4 0  9990,2 41616 097.4186 211.8540 0009092 325.3723 034.6921 15.24336905106966,2016-040T,41616,6870.914,94.467,499.026,486.532
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/27/2018 3:01,295136,15.24337977,0.000906,97.4185,212.1789,324.0264,36.0363,0,999,10701,6.40E-05,1.49E-05,0,2289865,0 FLOCK 2P 5,1 41616U 16040T   18147.12595249 +.00001494 +00000-0 +63969-4 0  9992,2 41616 097.4185 212.1789 0009060 324.0264 036.0363 15.24337977107018,2016-040T,41616,6870.911,94.467,499.001,486.551
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/27/2018 9:19,965216,15.24338811,0.0009038,97.4186,212.4389,322.991,37.0703,0,999,10705,6.44E-05,1.50E-05,0,2289920,0 FLOCK 2P 5,1 41616U 16040T   18147.38852969 +.00001504 +00000-0 +64358-4 0  9990,2 41616 097.4186 212.4389 0009038 322.9910 037.0703 15.24338811107059,2016-040T,41616,6870.908,94.467,498.983,486.563
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/27/2018 20:21,603296,15.24339715,0.0009009,97.4185,212.8938,321.1988,38.8601,0,999,10712,6.03E-05,1.41E-05,0,2290031,0 FLOCK 2P 5,1 41616U 16040T   18147.84803939 +.00001405 +00000-0 +60308-4 0  9995,2 41616 097.4185 212.8938 0009009 321.1988 038.8601 15.24339715107124,2016-040T,41616,6870.905,94.467,498.96,486.58
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/28/2018 5:48,536704,15.24340972,0.0008981,97.4185,213.2838,319.5802,40.4767,0,999,10718,6.02E-05,1.40E-05,0,2290330,0 FLOCK 2P 5,1 41616U 16040T   18148.24190436 +.00001403 +00000-0 +60244-4 0  9998,2 41616 097.4185 213.2838 0008981 319.5802 040.4767 15.24340972107187,2016-040T,41616,6870.902,94.467,498.937,486.596
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/28/2018 18:24,738624,15.24342478,0.0008927,97.4184,213.8036,317.4917,42.5628,0,999,10726,5.91E-05,1.38E-05,0,2290439,0 FLOCK 2P 5,1 41616U 16040T   18148.76705716  .00001376  00000-0  59140-4 0  9990,2 41616  97.4184 213.8036 0008927 317.4917  42.5628 15.24342478107267,2016-040T,41616,6870.897,94.466,498.896,486.628
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/29/2018 11:44,757344,15.24345381,0.0008879,97.4185,214.5185,314.586,45.4652,0,999,10737,6.24E-05,1.46E-05,0,2290734,0 FLOCK 2P 5,1 41616U 16040T   18149.48914071 +.00001457 +00000-0 +62442-4 0  9995,2 41616 097.4185 214.5185 0008879 314.5860 045.4652 15.24345381107379,2016-040T,41616,6870.888,94.466,498.854,486.653
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/29/2018 19:36,921280,15.24346563,0.0008855,97.4184,214.8434,313.2761,46.7736,0,999,10742,6.32E-05,1.48E-05,0,2290834,0 FLOCK 2P 5,1 41616U 16040T   18149.81736020  .00001476  00000-0  63218-4 0  9991,2 41616  97.4184 214.8434 0008855 313.2761  46.7736 15.24346563107424,2016-040T,41616,6870.885,94.466,498.834,486.666
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/29/2018 22:46,188928,15.24346935,0.0008837,97.4184,214.9734,312.704,47.3453,0,999,10744,6.31E-05,1.47E-05,0,2290861,0 FLOCK 2P 5,1 41616U 16040T   18149.94864802 +.00001473 +00000-0 +63070-4 0  9998,2 41616 097.4184 214.9734 0008837 312.7040 047.3453 15.24346935107440,2016-040T,41616,6870.884,94.466,498.82,486.677
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/30/2018 3:29,73984,15.24347657,0.0008827,97.4184,215.1684,311.9095,48.1389,0,999,10747,6.35E-05,1.48E-05,0,2291110,0 FLOCK 2P 5,1 41616U 16040T   18150.14557956 +.00001484 +00000-0 +63545-4 0  9990,2 41616 097.4184 215.1684 0008827 311.9095 048.1389 15.24347657107479,2016-040T,41616,6870.881,94.466,498.811,486.682
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/30/2018 22:23,585696,15.24350345,0.0008768,97.4183,215.9482,308.7202,51.3251,0,999,10759,6.57E-05,1.54E-05,0,2291227,0 FLOCK 2P 5,1 41616U 16040T   18150.93330539 +.00001537 +00000-0 +65690-4 0  9995,2 41616 097.4183 215.9482 0008768 308.7202 051.3251 15.24350345107595,2016-040T,41616,6870.873,94.466,498.763,486.714
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/31/2018 3:07,428416,15.24351176,0.0008763,97.4183,216.1432,307.9262,52.1182,0,999,10762,6.68E-05,1.56E-05,0,2291337,0 FLOCK 2P 5,1 41616U 16040T   18151.13023644  .00001564  00000-0  66780-4 0  9995,2 41616  97.4183 216.1432 0008763 307.9262  52.1182 15.24351176107624,2016-040T,41616,6870.871,94.466,498.757,486.715
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,5/31/2018 17:18,942752,15.24354145,0.0008723,97.4182,216.728,305.5111,54.5312,0,999,10771,7.47E-05,1.76E-05,0,2291588,0 FLOCK 2P 5,1 41616U 16040T   18151.72102943 +.00001758 +00000-0 +74719-4 0  9996,2 41616 097.4182 216.7280 0008723 305.5111 054.5312 15.24354145107713,2016-040T,41616,6870.862,94.466,498.72,486.734
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,6/1/2018 4:19,135008,15.24356576,0.0008708,97.4182,217.183,303.5754,56.4651,0,999,10778,8.01E-05,1.89E-05,0,2291863,0 FLOCK 2P 5,1 41616U 16040T   18152.18053397 +.00001890 +00000-0 +80094-4 0  9995,2 41616 097.4182 217.1830 0008708 303.5754 056.4651 15.24356576107787,2016-040T,41616,6870.855,94.466,498.703,486.737
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,6/1/2018 21:39,630144,15.24362317,0.0008634,97.4176,217.8979,300.5001,59.5384,0,999,10789,0.00012069,2.89E-05,0,2291991,0 FLOCK 2P 5,1 41616U 16040T   18152.90261146 +.00002885 +00000-0 +12069-3 0  9999,2 41616 097.4176 217.8979 0008634 300.5001 059.5384 15.24362317107890,2016-040T,41616,6870.837,94.465,498.635,486.77
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,6/2/2018 10:15,317120,15.24363586,0.0008602,97.4176,218.4178,298.3008,61.7361,0,999,10797,0.00010943,2.61E-05,0,2292399,0 FLOCK 2P 5,1 41616U 16040T   18153.42775830 +.00002609 +00000-0 +10943-3 0  9990,2 41616 097.4176 218.4178 0008602 298.3008 061.7361 15.24363586107972,2016-040T,41616,6870.834,94.465,498.609,486.788
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,6/2/2018 19:43,772736,15.24364972,0.0008591,97.4176,218.8077,296.6671,63.3686,0,999,10803,0.00010494,2.50E-05,0,2292405,0 FLOCK 2P 5,1 41616U 16040T   18153.82161774 +.00002499 +00000-0 +10494-3 0  9998,2 41616 097.4176 218.8077 0008591 296.6671 063.3686 15.24364972108034,2016-040T,41616,6870.829,94.465,498.597,486.792
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,6/3/2018 14:37,567328,15.24367244,0.0008549,97.4175,219.5875,293.3131,66.7207,0,999,10815,8.80E-05,2.08E-05,0,2292612,0 FLOCK 2P 5,1 41616U 16040T   18154.60933527 +.00002084 +00000-0 +88001-4 0  9998,2 41616 097.4175 219.5875 0008549 293.3131 066.7207 15.24367244108159,2016-040T,41616,6870.823,94.465,498.562,486.814
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,6/3/2018 20:55,763936,15.24367646,0.0008583,97.4181,219.8473,292.3305,67.7022,0,999,10819,8.13E-05,1.92E-05,0,2292747,0 FLOCK 2P 5,1 41616U 16040T   18154.87190699 +.00001919 +00000-0 +81264-4 0  9992,2 41616 097.4181 219.8473 0008583 292.3305 067.7022 15.24367646108199,2016-040T,41616,6870.821,94.465,498.584,486.789
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,6/4/2018 14:15,924704,15.2436894,0.0008561,97.418,220.5621,289.2305,70.8006,0,999,10830,7.05E-05,1.66E-05,0,2293048,0 FLOCK 2P 5,1 41616U 16040T   18155.59398061 +.00001655 +00000-0 +70496-4 0  9997,2 41616 097.4180 220.5621 0008561 289.2305 070.8006 15.24368940108301,2016-040T,41616,6870.818,94.465,498.565,486.8
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,6/4/2018 20:33,138592,15.24369348,0.0008546,97.418,220.822,288.1238,71.9068,0,999,10834,6.61E-05,1.55E-05,0,2293128,0 FLOCK 2P 5,1 41616U 16040T   18155.85655253  .00001548  00000-0  66111-4 0  9995,2 41616  97.4180 220.8220 0008546 288.1238  71.9068 15.24369348108342,2016-040T,41616,6870.816,94.465,498.553,486.81
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,6/4/2018 22:07,689472,15.243695,0.0008543,97.418,220.887,287.8063,72.2242,0,999,10835,6.55E-05,1.53E-05,0,2293140,0 FLOCK 2P 5,1 41616U 16040T   18155.92219548 +.00001534 +00000-0 +65544-4 0  9990,2 41616 097.4180 220.8870 0008543 287.8063 072.2242 15.24369500108351,2016-040T,41616,6870.816,94.465,498.551,486.811
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,6/5/2018 10:44,80960,15.24370621,0.0008543,97.418,221.4069,285.5914,74.438,0,999,10843,5.99E-05,1.40E-05,0,2293464,0 FLOCK 2P 5,1 41616U 16040T   18156.44733890 +.00001397 +00000-0 +59948-4 0  9997,2 41616 097.4180 221.4069 0008543 285.5914 074.4380 15.24370621108430,2016-040T,41616,6870.812,94.465,498.547,486.808
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,6/5/2018 21:45,872320,15.24371863,0.0008531,97.4179,221.8618,283.5917,76.437,0,999,10850,5.72E-05,1.33E-05,0,2293512,0 FLOCK 2P 5,1 41616U 16040T   18156.90683880 +.00001330 +00000-0 +57194-4 0  9999,2 41616 097.4179 221.8618 0008531 283.5917 076.4370 15.24371863108508,2016-040T,41616,6870.809,94.465,498.535,486.812
