COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,11/19/2018 11:35,739072,15.24825349,0.0011614,97.4014,26.6556,60.8382,299.4016,0,999,13388,5.29E-05,1.24E-05,0,2364128,0 FLOCK 2P 5,1 41616U 16040T   18323.48280948  .00001243  00000-0  52885-4 0  9991,2 41616  97.4014  26.6556 0011614  60.8382 299.4016 15.24825349133882,2016-040T,41616,6869.446,94.437,499.29,483.333
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,11/19/2018 21:02,904448,15.24826057,0.0011591,97.4013,27.0447,59.6535,300.5847,0,999,13394,5.22E-05,1.23E-05,0,2364337,0 FLOCK 2P 5,1 41616U 16040T   18323.87654982 +.00001227 +00000-0 +52242-4 0  9996,2 41616 097.4013 027.0447 0011591 059.6535 300.5847 15.24826057133945,2016-040T,41616,6869.444,94.437,499.272,483.347
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,11/20/2018 15:56,197184,15.24827212,0.0011536,97.4012,27.8229,57.236,302.9988,0,999,13406,4.92E-05,1.15E-05,0,2364817,0 FLOCK 2P 5,1 41616U 16040T   18324.66403006  .00001152  00000-0  49232-4 0  9995,2 41616  97.4012  27.8229 0011536  57.2360 302.9988 15.24827212134069,2016-040T,41616,6869.441,94.436,499.23,483.381
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,11/21/2018 17:08,665664,15.24830471,0.0011465,97.401,28.8603,53.9542,306.2756,0,999,13422,5.46E-05,1.29E-05,0,2365306,0 FLOCK 2P 5,1 41616U 16040T   18325.71400076  .00001287  00000-0  54648-4 0  9992,2 41616  97.4010  28.8603 0011465  53.9542 306.2756 15.24830471134229,2016-040T,41616,6869.431,94.436,499.172,483.42
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,11/21/2018 21:51,188736,15.24830736,0.0011448,97.401,29.0549,53.2885,306.9402,0,999,13425,5.35E-05,1.26E-05,0,2365354,0 FLOCK 2P 5,1 41616U 16040T   18325.91087024 +.00001258 +00000-0 +53510-4 0  9993,2 41616 097.4010 029.0549 0011448 053.2885 306.9402 15.24830736134257,2016-040T,41616,6869.43,94.436,499.159,483.431
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,11/22/2018 18:20,913824,15.24833999,0.0011381,97.4009,29.898,50.6247,309.5997,0,999,13438,5.96E-05,1.41E-05,0,2365811,0 FLOCK 2P 5,1 41616U 16040T   18326.76396891  .00001409  00000-0  59583-4 0  9996,2 41616  97.4009  29.8980 0011381  50.6247 309.5997 15.24833999134387,2016-040T,41616,6869.42,94.436,499.104,483.467
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,11/23/2018 14:48,594848,15.24836281,0.0011316,97.4008,30.741,47.9679,312.252,0,999,13451,5.99E-05,1.42E-05,0,2366334,0 FLOCK 2P 5,1 41616U 16040T   18327.61706707 +.00001417 +00000-0 +59868-4 0  9997,2 41616 097.4008 030.7410 0011316 047.9679 312.2520 15.24836281134516,2016-040T,41616,6869.414,94.436,499.052,483.505
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,11/24/2018 3:24,139008,15.24837094,0.0011278,97.4006,31.2597,46.3102,313.9068,0,999,13459,5.60E-05,1.32E-05,0,2366466,0 FLOCK 2P 5,1 41616U 16040T   18328.14205022  .00001320  00000-0  55997-4 0  9992,2 41616  97.4006  31.2597 0011278  46.3102 313.9068 15.24837094134593,2016-040T,41616,6869.411,94.436,499.023,483.529
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,11/24/2018 14:26,818816,15.24838227,0.0011238,97.4006,31.7136,44.9238,315.2907,0,999,13466,5.54E-05,1.31E-05,0,2366808,0 FLOCK 2P 5,1 41616U 16040T   18328.60140994 +.00001305 +00000-0 +55371-4 0  9998,2 41616 097.4006 031.7136 0011238 044.9238 315.2907 15.24838227134661,2016-040T,41616,6869.408,94.436,498.993,483.553
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,11/24/2018 16:00,696128,15.24837471,0.001123,97.4006,31.7785,44.6527,315.5614,0,999,13467,5.02E-05,1.18E-05,0,2367174,0 FLOCK 2P 5,1 41616U 16040T   18328.66703352 +.00001175 +00000-0 +50164-4 0  9997,2 41616 097.4006 031.7785 0011230 044.6527 315.5614 15.24837471134670,2016-040T,41616,6869.41,94.436,498.989,483.561
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,11/25/2018 10:54,393568,15.24839113,0.0011167,97.4004,32.5566,42.0982,318.1112,0,999,13479,4.78E-05,1.12E-05,0,2367129,0 FLOCK 2P 5,1 41616U 16040T   18329.45450687  .00001116  00000-0  47773-4 0  9992,2 41616  97.4004  32.5566 0011167  42.0982 318.1112 15.24839113134790,2016-040T,41616,6869.405,94.436,498.941,483.599
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,11/25/2018 21:55,986112,15.24840361,0.0011127,97.4004,33.0105,40.5842,319.6223,0,999,13486,4.79E-05,1.12E-05,0,2367633,0 FLOCK 2P 5,1 41616U 16040T   18329.91386558 +.00001120 +00000-0 +47914-4 0  9990,2 41616 097.4004 033.0105 0011127 040.5842 319.6223 15.24840361134863,2016-040T,41616,6869.401,94.436,498.91,483.623
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,11/26/2018 10:31,391168,15.24841113,0.0011064,97.4003,33.5293,38.8716,321.3315,0,999,13494,4.45E-05,1.03E-05,0,2367748,0 FLOCK 2P 5,1 41616U 16040T   18330.43884712 +.00001034 +00000-0 +44474-4 0  9996,2 41616 097.4003 033.5293 0011064 038.8716 321.3315 15.24841113134942,2016-040T,41616,6869.399,94.436,498.864,483.664
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,11/26/2018 19:58,155648,15.24841883,0.0011031,97.4003,33.9184,37.63,322.5708,0,999,13500,4.33E-05,1.00E-05,0,2367738,0 FLOCK 2P 5,1 41616U 16040T   18330.83258282  .00001004  00000-0  43267-4 0  9993,2 41616  97.4003  33.9184 0011031  37.6300 322.5708 15.24841883135006,2016-040T,41616,6869.397,94.436,498.839,483.684
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,11/26/2018 21:33,943968,15.24842195,0.0011022,97.4003,33.9832,37.4334,322.767,0,999,13501,4.44E-05,1.03E-05,0,2368126,0 FLOCK 2P 5,1 41616U 16040T   18330.89820537 +.00001033 +00000-0 +44427-4 0  9998,2 41616 097.4003 033.9832 0011022 037.4334 322.7670 15.24842195135019,2016-040T,41616,6869.396,94.436,498.832,483.689
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,11/27/2018 21:10,826656,15.2484354,0.0010949,97.4002,34.9559,34.1432,326.0508,0,999,13516,4.00E-05,9.24E-06,0,2368273,0 FLOCK 2P 5,1 41616U 16040T   18331.88254429 +.00000924 +00000-0 +40034-4 0  9997,2 41616 097.4002 034.9559 0010949 034.1432 326.0508 15.24843540135163,2016-040T,41616,6869.392,94.435,498.778,483.735
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,11/28/2018 3:28,969568,15.24844075,0.0010924,97.4001,35.2153,33.2911,326.9012,0,999,13520,4.01E-05,9.26E-06,0,2368396,0 FLOCK 2P 5,1 41616U 16040T   18332.14503437  .00000926  00000-0  40123-4 0  9994,2 41616  97.4001  35.2153 0010924  33.2911 326.9012 15.24844075135209,2016-040T,41616,6869.39,94.435,498.759,483.751
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,11/28/2018 20:48,555552,15.24845723,0.0010862,97.4001,35.9285,30.9533,329.2343,0,999,13531,4.17E-05,9.64E-06,0,2368703,0 FLOCK 2P 5,1 41616U 16040T   18332.86688143 +.00000964 +00000-0 +41654-4 0  9993,2 41616 097.4001 035.9285 0010862 030.9533 329.2343 15.24845723135313,2016-040T,41616,6869.385,94.435,498.712,483.789
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,11/29/2018 10:58,473312,15.24848101,0.0010801,97.4,36.5121,28.9885,331.195,0,999,13540,4.88E-05,1.14E-05,0,2368990,0 FLOCK 2P 5,1 41616U 16040T   18333.45748233  .00001143  00000-0  48839-4 0  9998,2 41616  97.4000  36.5121 0010801  28.9885 331.1950 15.24848101135407,2016-040T,41616,6869.378,94.435,498.663,483.823
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,11/29/2018 22:00,847264,15.24849367,0.0010754,97.4,36.966,27.4416,332.7387,0,999,13547,5.05E-05,1.18E-05,0,2369269,0 FLOCK 2P 5,1 41616U 16040T   18333.91683851 +.00001184 +00000-0 +50488-4 0  9991,2 41616 097.4000 036.9660 0010754 027.4416 332.7387 15.24849367135473,2016-040T,41616,6869.374,94.435,498.627,483.852
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,11/30/2018 20:03,591712,15.24851398,0.0010676,97.3998,37.8737,24.356,335.818,0,999,13561,5.18E-05,1.22E-05,0,2369800,0 FLOCK 2P 5,1 41616U 16040T   18334.83555083  .00001215  00000-0  51759-4 0  9995,2 41616  97.3998  37.8737 0010676  24.3560 335.8180 15.24851398135610,2016-040T,41616,6869.368,94.435,498.567,483.899
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/1/2018 22:49,320096,15.24856217,0.0010581,97.3997,38.9759,20.6486,339.5177,0,999,13578,6.61E-05,1.57E-05,0,2370330,0 FLOCK 2P 5,1 41616U 16040T   18335.95112639 +.00001573 +00000-0 +66123-4 0  9993,2 41616 097.3997 038.9759 0010581 020.6486 339.5177 15.24856217135786,2016-040T,41616,6869.354,94.435,498.487,483.95
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/2/2018 3:33,521760,15.24857193,0.0010564,97.3997,39.1704,19.9699,340.195,0,999,13581,6.86E-05,1.64E-05,0,2370468,0 FLOCK 2P 5,1 41616U 16040T   18336.14799215  .00001635  00000-0  68617-4 0  9995,2 41616  97.3997  39.1704 0010564  19.9699 340.1950 15.24857193135812,2016-040T,41616,6869.351,94.435,498.473,483.959
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/2/2018 20:52,625632,15.24858534,0.0010487,97.3997,39.8837,17.5482,342.6116,0,999,13592,6.37E-05,1.51E-05,0,2370835,0 FLOCK 2P 5,1 41616U 16040T   18336.86983363 +.00001513 +00000-0 +63722-4 0  9990,2 41616 097.3997 039.8837 0010487 017.5482 342.6116 15.24858534135927,2016-040T,41616,6869.347,94.434,498.416,484.008
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/3/2018 20:29,645184,15.24860032,0.0010389,97.3995,40.8562,14.1318,346.0208,0,999,13607,5.64E-05,1.33E-05,0,2371405,0 FLOCK 2P 5,1 41616U 16040T   18337.85416256  .00001331  00000-0  56404-4 0  9999,2 41616  97.3995  40.8562 0010389  14.1318 346.0208 15.24860032136077,2016-040T,41616,6869.342,94.434,498.344,484.071
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/3/2018 20:29,646048,15.24858746,0.0010499,97.4002,40.8577,13.9323,346.213,0,999,13607,5.17E-05,1.21E-05,0,2371426,0 FLOCK 2P 5,1 41616U 16040T   18337.85416257  .00001214  00000-0  51698-4 0  9990,2 41616  97.4002  40.8577 0010499  13.9323 346.2130 15.24858746136073,2016-040T,41616,6869.346,94.434,498.423,483.999
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/4/2018 21:41,226688,15.24861535,0.0010258,97.3994,41.8935,10.4858,349.6591,0,999,13623,4.75E-05,1.11E-05,0,2372007,0 FLOCK 2P 5,1 41616U 16040T   18338.90411142 +.00001110 +00000-0 +47494-4 0  9999,2 41616 097.3994 041.8935 0010258 010.4858 349.6591 15.24861535136235,2016-040T,41616,6869.338,94.434,498.249,484.156
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/5/2018 3:59,81024,15.24862273,0.0010231,97.3994,42.1529,9.5749,350.5682,0,999,13627,4.75E-05,1.11E-05,0,2372142,0 FLOCK 2P 5,1 41616U 16040T   18339.16659816  .00001110  00000-0  47518-4 0  9997,2 41616  97.3994  42.1529 0010231   9.5749 350.5682 15.24862273136273,2016-040T,41616,6869.336,94.434,498.229,484.173
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/5/2018 15:01,18656,15.24864187,0.001019,97.3994,42.6067,7.8828,352.2568,0,999,13634,5.16E-05,1.21E-05,0,2372549,0 FLOCK 2P 5,1 41616U 16040T   18339.62594929 +.00001211 +00000-0 +51591-4 0  9999,2 41616 097.3994 042.6067 0010190 007.8828 352.2568 15.24864187136344,2016-040T,41616,6869.33,94.434,498.195,484.195
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/6/2018 9:55,394176,15.2486727,0.0010118,97.3993,43.3848,5.0837,355.0502,0,999,13646,5.67E-05,1.34E-05,0,2372799,0 FLOCK 2P 5,1 41616U 16040T   18340.41340734  .00001338  00000-0  56661-4 0  9994,2 41616  97.3993  43.3848 0010118   5.0837 355.0502 15.24867270136466,2016-040T,41616,6869.321,94.434,498.136,484.235
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/6/2018 17:47,864896,15.24868983,0.001009,97.3993,43.7089,3.9227,356.2088,0,999,13651,6.22E-05,1.48E-05,0,2372919,0 FLOCK 2P 5,1 41616U 16040T   18340.74151464 +.00001475 +00000-0 +62173-4 0  9997,2 41616 097.3993 043.7089 0010090 003.9227 356.2088 15.24868983136516,2016-040T,41616,6869.315,94.434,498.112,484.249
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/7/2018 20:34,564256,15.24871798,0.0009969,97.3991,44.8112,359.9031,0.2203,0,999,13668,5.88E-05,1.39E-05,0,2373459,0 FLOCK 2P 5,1 41616U 16040T   18341.85707829  .00001391  00000-0  58798-4 0  9997,2 41616  97.3991  44.8112 0009969 359.9031   0.2203 15.24871798136684,2016-040T,41616,6869.307,94.434,498.02,484.324
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/7/2018 22:08,282592,15.24870722,0.0009957,97.3991,44.876,359.6608,0.4621,0,999,13669,5.03E-05,1.18E-05,0,2373517,0 FLOCK 2P 5,1 41616U 16040T   18341.92270003 +.00001179 +00000-0 +50273-4 0  9998,2 41616 097.3991 044.8760 0009957 359.6608 000.4621 15.24870722136690,2016-040T,41616,6869.31,94.434,498.015,484.335
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/8/2018 17:02,255488,15.2487561,0.000989,97.3989,45.654,356.8203,3.297,0,999,13681,6.53E-05,1.55E-05,0,2374053,0 FLOCK 2P 5,1 41616U 16040T   18342.71015342 +.00001553 +00000-0 +65301-4 0  9993,2 41616 097.3989 045.6540 0009890 356.8203 003.2970 15.24875610136811,2016-040T,41616,6869.295,94.433,497.954,484.367
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/9/2018 4:04,749888,15.24878907,0.0009852,97.3988,46.1078,355.1644,4.9497,0,999,13688,7.45E-05,1.78E-05,0,2374141,0 FLOCK 2P 5,1 41616U 16040T   18343.16949942  .00001782  00000-0  74512-4 0  9993,2 41616  97.3988  46.1078 0009852 355.1644   4.9497 15.24878907136882,2016-040T,41616,6869.286,94.433,497.918,484.383
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/9/2018 21:23,942240,15.24880828,0.0009769,97.3987,46.821,352.5283,7.5807,0,999,13699,7.05E-05,1.68E-05,0,2374562,0 FLOCK 2P 5,1 41616U 16040T   18343.89133035 +.00001682 +00000-0 +70480-4 0  9990,2 41616 097.3987 046.8210 0009769 352.5283 007.5807 15.24880828136994,2016-040T,41616,6869.28,94.433,497.855,484.434
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/10/2018 9:59,54752,15.24883721,0.0009724,97.3986,47.3397,350.6321,9.4734,0,999,13707,7.64E-05,1.83E-05,0,2374815,0 FLOCK 2P 5,1 41616U 16040T   18344.41629693  .00001830  00000-0  76412-4 0  9995,2 41616  97.3986  47.3397 0009724 350.6321   9.4734 15.24883721137073,2016-040T,41616,6869.271,94.433,497.816,484.456
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/10/2018 19:26,908576,15.24884338,0.0009684,97.3985,47.7286,349.2173,10.8856,0,999,13713,7.11E-05,1.70E-05,0,2375039,0 FLOCK 2P 5,1 41616U 16040T   18344.81002209 +.00001698 +00000-0 +71127-4 0  9997,2 41616 097.3985 047.7286 0009684 349.2173 010.8856 15.24884338137130,2016-040T,41616,6869.269,94.433,497.786,484.482
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/11/2018 15:54,155712,15.24886787,0.0009591,97.3984,48.5714,346.0233,14.0737,0,999,13726,6.85E-05,1.63E-05,0,2375504,0 FLOCK 2P 5,1 41616U 16040T   18345.66309208  .00001632  00000-0  68460-4 0  9994,2 41616  97.3984  48.5714 0009591 346.0233  14.0737 15.24886787137261,2016-040T,41616,6869.262,94.433,497.715,484.539
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/11/2018 20:38,39424,15.24887187,0.0009582,97.3984,48.7659,345.2732,14.8225,0,999,13729,6.66E-05,1.59E-05,0,2375534,0 FLOCK 2P 5,1 41616U 16040T   18345.85995416 +.00001586 +00000-0 +66609-4 0  9998,2 41616 097.3984 048.7659 0009582 345.2732 014.8225 15.24887187137294,2016-040T,41616,6869.261,94.433,497.708,484.544
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/12/2018 18:41,619552,15.24890549,0.0009501,97.3983,49.6735,341.7872,18.3024,0,999,13743,6.48E-05,1.54E-05,0,2376089,0 FLOCK 2P 5,1 41616U 16040T   18346.77864143  .00001541  00000-0  64810-4 0  9995,2 41616  97.3983  49.6735 0009501 341.7872  18.3024 15.24890549137433,2016-040T,41616,6869.251,94.433,497.642,484.589
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/13/2018 18:18,702880,15.24893032,0.0009397,97.3982,50.6458,338.1415,21.942,0,999,13758,5.71E-05,1.35E-05,0,2376705,0 FLOCK 2P 5,1 41616U 16040T   18347.76294795 +.00001350 +00000-0 +57107-4 0  9994,2 41616 097.3982 050.6458 0009397 338.1415 021.9420 15.24893032137588,2016-040T,41616,6869.243,94.432,497.563,484.653
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/14/2018 3:45,288000,15.24894066,0.0009374,97.3981,51.0349,336.5863,23.4947,0,999,13764,5.48E-05,1.29E-05,0,2376795,0 FLOCK 2P 5,1 41616U 16040T   18348.15667000  .00001291  00000-0  54769-4 0  9996,2 41616  97.3981  51.0349 0009374 336.5863  23.4947 15.24894066137641,2016-040T,41616,6869.24,94.432,497.544,484.666
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/14/2018 10:03,699104,15.24894529,0.0009353,97.3982,51.2942,335.5783,24.501,0,999,13768,5.30E-05,1.25E-05,0,2377259,0 FLOCK 2P 5,1 41616U 16040T   18348.41915161 +.00001247 +00000-0 +53001-4 0  9998,2 41616 097.3982 051.2942 0009353 335.5783 024.5010 15.24894529137681,2016-040T,41616,6869.239,94.432,497.528,484.679
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/15/2018 9:40,528416,15.24897743,0.000926,97.3981,52.2666,331.8677,28.2059,0,999,13783,5.46E-05,1.29E-05,0,2377576,0 FLOCK 2P 5,1 41616U 16040T   18349.40345519  .00001287  00000-0  54591-4 0  9991,2 41616  97.3981  52.2666 0009260 331.8677  28.2059 15.24897743137834,2016-040T,41616,6869.229,94.432,497.455,484.733
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/15/2018 20:42,592544,15.24899171,0.0009224,97.3981,52.7205,330.0006,30.0702,0,999,13790,5.49E-05,1.30E-05,0,2377772,0 FLOCK 2P 5,1 41616U 16040T   18349.86279621 +.00001296 +00000-0 +54929-4 0  9996,2 41616 097.3981 052.7205 0009224 330.0006 030.0702 15.24899171137906,2016-040T,41616,6869.225,94.432,497.426,484.754
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/16/2018 10:52,806496,15.2490021,0.0009176,97.398,53.3039,327.6523,32.4151,0,999,13799,5.03E-05,1.18E-05,0,2378084,0 FLOCK 2P 5,1 41616U 16040T   18350.45337739  .00001180  00000-0  50289-4 0  9995,2 41616  97.3980  53.3039 0009176 327.6523  32.4151 15.24900210137999,2016-040T,41616,6869.222,94.432,497.39,484.783
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/16/2018 20:19,254240,15.24901125,0.0009152,97.3979,53.6929,326.1266,33.9386,0,999,13805,4.90E-05,1.15E-05,0,2378317,0 FLOCK 2P 5,1 41616U 16040T   18350.84709785 +.00001147 +00000-0 +48955-4 0  9992,2 41616 097.3979 053.6929 0009152 326.1266 033.9386 15.24901125138050,2016-040T,41616,6869.219,94.432,497.371,484.797
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/17/2018 18:22,176864,15.24904367,0.0009085,97.3978,54.6005,322.5601,37.5003,0,999,13819,5.36E-05,1.26E-05,0,2378837,0 FLOCK 2P 5,1 41616U 16040T   18351.76577751  .00001262  00000-0  53583-4 0  9991,2 41616  97.3978  54.6005 0009085 322.5601  37.5003 15.24904367138195,2016-040T,41616,6869.209,94.432,497.315,484.833
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/18/2018 19:34,222528,15.24905925,0.0008992,97.3977,55.6375,318.3762,41.6791,0,999,13835,4.78E-05,1.12E-05,0,2379364,0 FLOCK 2P 5,1 41616U 16040T   18352.81569702  .00001119  00000-0  47843-4 0  9998,2 41616  97.3977  55.6375 0008992 318.3762  41.6791 15.24905925138351,2016-040T,41616,6869.204,94.432,497.246,484.893
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/19/2018 9:45,128896,15.2490846,0.0008941,97.3977,56.2209,315.9677,44.0848,0,999,13844,5.41E-05,1.28E-05,0,2379951,0 FLOCK 2P 5,1 41616U 16040T   18353.40627464 +.00001275 +00000-0 +54084-4 0  9992,2 41616 097.3977 056.2209 0008941 315.9677 044.0848 15.24908460138443,2016-040T,41616,6869.197,94.431,497.204,484.92
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/19/2018 19:11,390880,15.24909821,0.0008916,97.3976,56.6099,314.361,45.6896,0,999,13850,5.62E-05,1.33E-05,0,2380904,0 FLOCK 2P 5,1 41616U 16040T   18353.79999295 +.00001327 +00000-0 +56172-4 0  9996,2 41616 097.3976 056.6099 0008916 314.3610 045.6896 15.24909821138504,2016-040T,41616,6869.193,94.431,497.182,484.933
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/20/2018 10:56,750336,15.24912337,0.0008879,97.3975,57.2582,311.7024,48.3454,0,999,13860,6.06E-05,1.44E-05,0,2381070,0 FLOCK 2P 5,1 41616U 16040T   18354.45618924 +.00001438 +00000-0 +60618-4 0  9990,2 41616 097.3975 057.2582 0008879 311.7024 048.3454 15.24912337138602,2016-040T,41616,6869.185,94.431,497.149,484.951
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/20/2018 21:58,479232,15.24913544,0.0008863,97.3974,57.7119,309.8576,50.1882,0,999,13867,5.97E-05,1.42E-05,0,2381511,0 FLOCK 2P 5,1 41616U 16040T   18354.91552638 +.00001416 +00000-0 +59743-4 0  9993,2 41616 097.3974 057.7119 0008863 309.8576 050.1882 15.24913544138679,2016-040T,41616,6869.182,94.431,497.135,484.958
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/21/2018 10:34,706144,15.24915165,0.0008833,97.3973,58.2305,307.7076,52.336,0,999,13875,6.06E-05,1.44E-05,0,2381461,0 FLOCK 2P 5,1 41616U 16040T   18355.44048271  .00001438  00000-0  60620-4 0  9995,2 41616  97.3973  58.2305 0008833 307.7076  52.3360 15.24915165138755,2016-040T,41616,6869.177,94.431,497.109,484.974
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41616,FLOCK 2P 5,PAYLOAD,U,16040T,12/21/2018 15:17,312512,15.24914774,0.0008821,97.3973,58.4249,306.8016,53.2412,0,999,13878,5.41E-05,1.28E-05,0,2381637,0 FLOCK 2P 5,1 41616U 16040T   18355.63734158 +.00001275 +00000-0 +54093-4 0  9998,2 41616 097.3973 058.4249 0008821 306.8016 053.2412 15.24914774138781,2016-040T,41616,6869.178,94.431,497.102,484.984
